Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Incident year,Reported Month,Number of Dead,Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause,Country of Origin,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping,Article title,Source Quality,URL,Latitude,Longitude
2022.MMP1342,2022.MMP1342,Incident,Central America,28/11/2022,2022,November,1,,1,,1,,,Central America,Violence,Mexico,,"At the 94km marker of the Frontera - Ciudad del Carmen Highway, Tabasco, Mexico","El Heraldo de Tabasco, Tabasco Hoy","18.63074122, -92.50048544",Central America,¿Quién era el migrante yucateco que murió tras ser asaltado en Tabasco?,3,https://archive.ph/Dk0HR,18.63074122,-92.50048544
2022.MMP1343,2022.MMP1343,Incident,Central America,02/12/2022,2022,December,2,,2,,1,1,,Central America,Violence,El Salvador,,"Near the Suchiate River, Tuxla Chico, Chiapas, Mexico","La Jornada, Intolerancia, Diario Presente Mexico, Beaumont Enterprise","14.96303329, -92.14719216",Central America,Asesinan a dos migrantes salvadoreños en Tapachula,3,https://archive.ph/Heps1,14.96303329,-92.14719216
2022.MMP1351,2022.MMP1351,Incident,Central America,07/12/2022,2022,December,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Rio Bravo near Campo Venados, Piedras Negras, Coahuila de Zaragoza, Mexico",Super Channel 12,"28.70958296, -100.510844",Central America,Aparece otro migrante muerto en el río Bravo,1,https://archive.ph/puark,28.70958296,-100.510844
2022.MMP1352,2022.MMP1352,Incident,Central America,08/12/2022,2022,December,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Rio Bravo by La Isla del Mudo, Piedras Negras, Coahuila de Zaragoza, Mexico",Zócalo,"28.72906857, -100.508334",Central America,Localizan a migrante ahogado en el Río a Bravo en Piedras Negras,1,https://archive.ph/KWQNU,28.72906857,-100.508334
2022.MMP1353,"2022.MMP13532303,2022.MMP13532304",Split Incident,North America,06/12/2022,2022,December,4,,4,4,,,,Central America,Vehicular Accidents,"Mexico,Venezuela",US-Mexico border crossing,"On a secondary road 50 kilometers from the city of Del Rio, Kinney County, Texas, USA","Zócalo, Periodico La Voz","29.30173944, -100.410528",Northern America,Son 5 muertos en un accidente de Brackettville,3,https://archive.ph/qwPr1,29.30173944,-100.410528
2022.MMP1355,2022.MMP1355,Incident,Central America,05/12/2022,2022,December,1,,1,,1,,,South America,Drowning,Ecuador,Darien,"Unspecified location in the Turquesa River, Comarca Emberá Cémaco, Darien Gap, Panama","El Comercio Ecuador, El Mercurio Ecuador ","8.455097514, -77.674168",Central America,Emigrante ecuatoriana muere ahogada en selva del Darién y sus 3 niños quedaron solos,3,https://archive.ph/8EzNP,8.455097514,-77.674168
2022.MMP1356,2022.MMP1356,Incident,Central America,10/12/2022,2022,December,2,,2,24,,2,,Caribbean,Vehicular Accidents,Cuba,,"On Las Choapas-Cuichapa highway, Las Choapas, Veracruz, Mexico","Telesur, Infobae, Diario de Xalapa, Cibercuba, Cubita Now","17.94091865, -94.103286",Central America,"Mueren dos migrantes al volcarse un camión en Veracruz, México",3,https://archive.ph/EENQt,17.94091865,-94.103286
2022.MMP1357,2022.MMP1357,Incident,Central America,09/12/2022,2022,December,1,,1,,,1,,Central America,Healthcare Inaccessibility,Guatemala,US-Mexico border crossing,"Salvador Chavarria General Hospital, Piedras Negras, Coahuila, México",El Siglo de Torreón,"28.6613741, -100.540765",Central America,Llega sin vida migrante de Guatemala a Hospital General de Piedras Negras,1,https://archive.ph/9OanE,28.6613741,-100.540765
2022.MMP1358,2022.MMP1358,Incident,Central America,07/12/2022,2022,December,1,,1,,,,1,South America,Healthcare Inaccessibility,Venezuela,US-Mexico border crossing,"Near the Municipal Cemetery at the Santiago Ramirez neighborhood, Torreón, Coahuila, Mexico","Zócalo, Milenio","25.50569383, -103.419264",Central America,Localizan migrante con bebé muerto en brazos en Torreón,3,https://archive.ph/VewjW,25.50569383,-103.419264
2022.MMP1359,2022.MMP1359,Incident,Central America,14/12/2022,2022,December,1,,1,2,,1,,Southern Asia,Accidental Death,India,US-Mexico border crossing,"At the border wall on Playas de Tijuana,Tijuana, Baja California, Mexico","Super Channel 12, Telemundo 20 San Diego","32.53447999, -117.122358",Central America,Trágico: muere migrante que cayó del muro junto con su hijo de 3 años,3,https://archive.ph/WpHVV,32.53447999,-117.122358
2022.MMP1360,2022.MMP1360,Incident,Central America,09/12/2022,2022,December,1,,1,,,1,,Latin America / Caribbean (P),Accidental Death,Unknown,,"On 2nd Av. South, between 18th and 29th Str. West, close to the COMAR, Tapachula, Chiapas, Mexico",Cuarto Poder,"14.89791734, -92.269847",Central America,Migrante fallece por “envenenamiento”,1,https://archive.vn/Ukmyz,14.89791734,-92.269847
2022.MMP1362,2022.MMP1362,Incident,Central America,16/12/2022,2022,December,3,,3,8,3,,,Central America,Vehicular Accidents,Nicaragua,US-Mexico border crossing,"Federal Highway #57 close to Castanos, Coahuila, Mexico","Texas Nicaraguan Community, Prensa Libre, Zocalo, SuperChannel12","26.75953765, -101.410536",Central America,,4,https://archive.vn/q4GAD,26.75953765,-101.410536
2022.MMP1363,2022.MMP1363,Incident,Central America,16/12/2022,2022,December,1,,1,,,1,,Central America,Drowning,Nicaragua,,"Unspecified location off the coast of Tabasco, Mexico",Texas Nicaraguan Community,"18.48015459, -93.684144",Central America,,4,https://www.facebook.com/texas.nic.community/posts/pfbid02dghW4jZsZhW88i6XABfvwh6WJfyvCYMz1MrV8Kukc8rrzmeYpZtpwz4MQ7W57WuVl,18.48015459,-93.684144
2022.MMP1373,2022.MMP1373,Incident,Central America,14/12/2022,2022,December,1,,1,,,1,,Latin America / Caribbean (P),Violence,Unknown,,"In  San Marcos, Ocotepeque, Honduras","El Tiempo, HCH TV Digital","14.41313892, -88.947878",Central America,"“Porque lo dejó el bus”, migrante se quita la vida en Ocotepeque",3,https://archive.vn/9SbEx,14.41313892,-88.947878
2022.MMP1374,"2022.MMP1374,2022.MMP13742357,2022.MMP13742358","Incident,Split Incident",Caribbean,17/12/2022,2022,December,,17,17,,,,,South America,Drowning,"Ecuador,Thailand,Venezuela",Caribbean to Central America,"Unspecified location between San Andrés, Colombia and Isla del Maíz, Nicaragua","Swiss Info, El Diario, Semana, ONSA, Armada de Colombia","12.358497, -82.373541",South America,Armada busca a 17 migrantes irregulares desaparecidos en el Caribe colombiano,5,https://archive.vn/xOpGU,12.358497,-82.373541
2022.MMP1376,2022.MMP1376,Incident,North America,20/12/2022,2022,December,,2,2,19,,,,Caribbean (P),Drowning,Unknown,Caribbean to US,"40 miles south of Boot Key, Monroe County, Florida, United States of America",USCG Twitter,"24.10209, -81.047466",Northern America,,5,https://archive.vn/8r4CD,24.10209,-81.047466
2022.MMP1387,2022.MMP1387,Incident,Central America,28/12/2022,2022,December,1,,1,,,1,,Central America,Healthcare Inaccessibility,Honduras,,"Tapachula, Chiapas, Mexico","Fundacion 15 de Septiembre, Proceso Honduras, La Tribuna","14.88795918, -92.267514",Central America,,4,https://archive.vn/piWzZ,14.88795918,-92.267514
2022.MMP1388,2022.MMP1388,Incident,Caribbean,23/12/2022,2022,December,1,,1,34,,,1,Caribbean,Drowning,Haiti,Dominicanto Puerto Rico,"Off the coast of Los Almendros, Rincon, Puerto Rico, USA","US Customs and Border Patrol, Puerto Rico's Police, EFE, Telemundo","18.30979589, -67.240534",Caribbean,,5,https://archive.vn/kWhNo,18.30979589,-67.240534
2022.MMP1389,2022.MMP1389,Incident,North America,24/12/2022,2022,December,1,,1,,,,1,Central America,Drowning,Nicaragua,US-Mexico border crossing,"Rio Bravo, International Bridge II, Eagle Pass, Maverick County, Texas, USA","Zocalo, Super Channel 12, Texas Nicaraguan Community facebook group","28.69633857, -100.510986",Northern America,,3,https://archive.vn/cWUax,28.69633857,-100.510986
2022.MMP1390,2022.MMP1390,Incident,Central America,27/12/2022,2022,December,1,,1,,,1,,South America,Drowning,Colombia,US-Mexico border crossing,"Rio Bravo, around the train bridge, Piedas Negras, Coahuila, Mexico","Zocalo, Univision","28.69633857, -100.510986",Central America,,3,https://archive.vn/T9euX,28.69633857,-100.510986
2022.MMP1391,2022.MMP1391,Incident,Central America,26/12/2022,2022,December,1,,1,,,1,,South America,Mixed/ Unknown,Venezuela,US-Mexico border crossing,"On Blv. Juan Pablo II and Del Charro Av., Ciudad Juarez, Chihuahua, Mexico","Netnoticias, El Heraldo de Chihuahua","31.75386731, -106.433978",Central America,,3,https://archive.vn/51W1t,31.75386731,-106.433978
2022.MMP1392,2022.MMP1392,Incident,Central America,27/12/2022,2022,December,1,,1,,,1,,Central America,Mixed/ Unknown,Honduras,,"Colonia Unión Obrera, Orizaba, Veracruz, Mexico","Diario El Mundo, AVC Noticias","18.85388936, -97.112719",Central America,,3,https://archive.vn/pGgXV,18.85388936,-97.112719
2022.MMP1408,2022.MMP1408,Incident,North America,22/09/2022,2022,September,1,,1,,,1,,Central America,Mixed/ Unknown,Guatemala,US-Mexico border crossing,"On FM 234 N near County Road 107, Edna, Jackson County, Texas, United States of America",Jackson County Sheriff's Office,"28.952049, -96.720089",Northern America,,5,,28.952049,-96.720089
2022.MMP1409,2022.MMP1409,Incident,North America,30/11/2022,2022,November,1,,1,,,1,,Central America,Vehicular Accidents,Mexico,US-Mexico border crossing,"On US Hwy 59, northbound side of the shoulder, at about FM 530, Edna, Jackson County, Texas, United States of America",Jackson County Sheriff's Office,"29.001451, -96.598276",Northern America,,5,,29.001451,-96.598276
2022.MMP1411,2022.MMP1411,Incident,North America,01/07/2022,2022,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.45157, -113.1305",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.45157,-113.1305
2022.MMP1412,2022.MMP1412,Incident,North America,01/07/2022,2022,July,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.43606, -113.13042",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.43606,-113.13042
2022.MMP1413,2022.MMP1413,Incident,North America,01/07/2022,2022,July,1,,1,,,1,,Central America,Harsh Environment,Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.309908, -111.527517",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.309908,-111.527517
2022.MMP1415,2022.MMP1415,Incident,North America,04/07/2022,2022,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.25445, -111.30484",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.25445,-111.30484
2022.MMP1416,2022.MMP1416,Incident,North America,07/07/2022,2022,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.6517, -111.719",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.6517,-111.719
2022.MMP1417,2022.MMP1417,Incident,North America,08/07/2022,2022,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.73471, -112.00602",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.73471,-112.00602
2022.MMP1418,2022.MMP1418,Incident,North America,08/07/2022,2022,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.79995, -112.14851",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.79995,-112.14851
2022.MMP1419,2022.MMP1419,Incident,North America,08/07/2022,2022,July,1,,1,,,1,,Central America,Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.71471, -112.00602",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.71471,-112.00602
2022.MMP1420,2022.MMP1420,Incident,North America,09/07/2022,2022,July,1,,1,,,1,,Central America,Mixed/ Unknown,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.50029, -110.82748",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.50029,-110.82748
2022.MMP1421,2022.MMP1421,Incident,North America,10/07/2022,2022,July,1,,1,,,1,,Central America,Harsh Environment,Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.57852, -111.64775",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.57852,-111.64775
2022.MMP1422,2022.MMP1422,Incident,North America,10/07/2022,2022,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.4373, -113.09917",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.4373,-113.09917
2022.MMP1423,2022.MMP1423,Incident,North America,10/07/2022,2022,July,1,,1,,,1,,Central America,Mixed/ Unknown,Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.519059, -111.214073",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.519059,-111.214073
2022.MMP1424,2022.MMP1424,Incident,North America,12/07/2022,2022,July,1,,1,,,1,,Central America,Harsh Environment,Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.925833, -111.39667",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.925833,-111.39667
2022.MMP1425,2022.MMP1425,Incident,North America,12/07/2022,2022,July,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.4056, -110.959251",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.4056,-110.959251
2022.MMP1426,2022.MMP1426,Incident,North America,14/07/2022,2022,July,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.88015, -111.92995",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.88015,-111.92995
2022.MMP1427,2022.MMP1427,Incident,North America,15/07/2022,2022,July,1,,1,,1,,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.925464, -111.397145",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.925464,-111.397145
2022.MMP1428,2022.MMP1428,Incident,North America,18/07/2022,2022,July,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.591469, -109.096365",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.591469,-109.096365
2022.MMP1429,2022.MMP1429,Incident,North America,18/07/2022,2022,July,1,,1,,,1,,Central America,Harsh Environment,Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.0887, -111.32328",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.0887,-111.32328
2022.MMP1430,2022.MMP1430,Incident,North America,18/07/2022,2022,July,1,,1,,,1,,Central America,Harsh Environment,Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.91862, -111.77026",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.91862,-111.77026
2022.MMP1432,2022.MMP1432,Incident,North America,19/07/2022,2022,July,1,,1,,,1,,Central America,Mixed/ Unknown,Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.714, -111.8745",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.714,-111.8745
2022.MMP1433,2022.MMP1433,Incident,North America,19/07/2022,2022,July,1,,1,,1,,,Central America,Mixed/ Unknown,Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.7814, -111.90511",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.7814,-111.90511
2022.MMP1434,2022.MMP1434,Incident,North America,21/07/2022,2022,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.36428, -111.82705",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.36428,-111.82705
2022.MMP1436,2022.MMP1436,Incident,North America,24/07/2022,2022,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.42363, -111.2739",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.42363,-111.2739
2022.MMP1437,2022.MMP1437,Incident,North America,26/07/2022,2022,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.166292, -111.855091",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.166292,-111.855091
2022.MMP1438,2022.MMP1438,Incident,North America,26/07/2022,2022,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.166238, -111.885296",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.166238,-111.885296
2022.MMP1439,2022.MMP1439,Incident,North America,26/07/2022,2022,July,1,,1,,1,,,Central America,Mixed/ Unknown,Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.670708, -111.698551",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.670708,-111.698551
2022.MMP1440,2022.MMP1440,Incident,North America,26/07/2022,2022,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.184669, -111.873344",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.184669,-111.873344
2022.MMP1441,2022.MMP1441,Incident,North America,29/07/2022,2022,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.9762, -112.12803",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.9762,-112.12803
2022.MMP1442,2022.MMP1442,Incident,North America,01/08/2022,2022,August,1,,1,,,,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.75449, -111.03867",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.75449,-111.03867
2022.MMP1443,2022.MMP1443,Incident,North America,05/08/2022,2022,August,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.484986, -111.155142",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.484986,-111.155142
2022.MMP1444,2022.MMP1444,Incident,North America,06/08/2022,2022,August,1,,1,,,1,,Central America,Harsh Environment,Guatemala,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.5010192, -111.167489",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.5010192,-111.167489
2022.MMP1445,2022.MMP1445,Incident,North America,08/08/2022,2022,August,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.54707, -111.63046",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.54707,-111.63046
2022.MMP1446,2022.MMP1446,Incident,North America,24/08/2022,2022,August,1,,1,,,1,,Central America,Mixed/ Unknown,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.445001, -111.261768",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.445001,-111.261768
2022.MMP1447,2022.MMP1447,Incident,North America,26/08/2022,2022,August,1,,1,,1,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.77688, -112.40925",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.77688,-112.40925
2022.MMP1448,2022.MMP1448,Incident,North America,26/08/2022,2022,August,1,,1,,,1,,Central America,Violence,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.33287, -110.9784",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.33287,-110.9784
2022.MMP1449,2022.MMP1449,Incident,North America,30/08/2022,2022,August,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.39808, -110.77353",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.39808,-110.77353
2022.MMP1450,2022.MMP1450,Incident,North America,30/08/2022,2022,August,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.48614, -111.15726",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.48614,-111.15726
2022.MMP1451,2022.MMP1451,Incident,North America,31/08/2022,2022,August,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.25485, -111.968683",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.25485,-111.968683
2022.MMP1452,2022.MMP1452,Incident,North America,07/09/2022,2022,September,1,,1,,,1,,Central America,Mixed/ Unknown,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.288306, -112.582639",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.288306,-112.582639
2022.MMP1453,2022.MMP1453,Incident,North America,07/09/2022,2022,September,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.99805, -112.58083",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.99805,-112.58083
2022.MMP1454,2022.MMP1454,Incident,North America,11/09/2022,2022,September,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.289057, -111.361324",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.289057,-111.361324
2022.MMP1455,2022.MMP1455,Incident,North America,13/09/2022,2022,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.99277, -112.9238",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.99277,-112.9238
2022.MMP1456,2022.MMP1456,Incident,North America,13/09/2022,2022,September,1,,1,,,1,,Central America,Mixed/ Unknown,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.98144, -112.03748",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.98144,-112.03748
2022.MMP1457,2022.MMP1457,Incident,North America,14/09/2022,2022,September,1,,1,,,1,,Central America,Mixed/ Unknown,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.210991, -113.10851",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.210991,-113.10851
2022.MMP1458,2022.MMP1458,Incident,North America,15/09/2022,2022,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.743889, -111.096944",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.743889,-111.096944
2022.MMP1459,2022.MMP1459,Incident,North America,15/09/2022,2022,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.70871, -110.88061",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.70871,-110.88061
2022.MMP1460,2022.MMP1460,Incident,North America,19/09/2022,2022,September,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.42272, -110.77547",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.42272,-110.77547
